2026-01-02,1002,A02082,S1004C01-CP,2028-04-14,1550,2026-01-02 01:00:03.143
2026-01-02,1002,A02083,HLSS04-S,2028-12-03,2400,2026-01-02 01:00:03.143
2026-01-02,1002,A02084,S1004S01-CCS,2028-09-07,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A02091,HLSS01-NAT,2028-12-08,760,2026-01-02 01:00:03.143
2026-01-02,1002,A02093,RLC01-CLRR,2028-11-17,960,2026-01-02 01:00:03.143
2026-01-02,1002,A02094,RLC01-OCR,2028-09-28,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A02101,HBUS1-C,2028-09-08,3024,2026-01-02 01:00:03.143
2026-01-02,1002,A02102,HLSS01-ESR,2028-06-01,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A02103,NBS01-ESS09,2028-11-12,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A02104,S1004S01-APC,2028-09-07,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A02111,HMC01-FG,2028-09-04,640,2026-01-02 01:00:03.143
2026-01-02,1002,A02112,S1004S01-AC,2028-07-02,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A02113,ALSC01-Fgr,2028-09-18,1800,2026-01-02 01:00:03.143
2026-01-02,1002,A02114,S1004S01-CC,2028-08-21,1700,2026-01-02 01:00:03.143
2026-01-02,1002,A02121,MBM115-21(50ml),2028-02-19,3000,2026-01-02 01:00:03.143
2026-01-02,1002,A02123,NBS01-ESS09,2028-11-12,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A02124,S1004SM01-HE2ea,2028-06-23,864,2026-01-02 01:00:03.143
2026-01-02,1002,A02131,S1004S01-AC,2028-07-02,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A02132,TKBC04-OCR,2027-08-01,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A02133,JSMS01-CR,2028-07-10,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A02134,S1004S01-CH,2028-09-02,1300,2026-01-02 01:00:03.143
2026-01-02,1002,A02141,TKBSM05-3SSET,2027-08-21,1440,2026-01-02 01:00:03.143
2026-01-02,1002,A02143,ALSC01-Fbyr,2028-11-05,1800,2026-01-02 01:00:03.143
2026-01-02,1002,A02144,VTS21-S100o,2027-09-29,2304,2026-01-02 01:00:03.143
2026-01-02,1002,A02151,ISNSM01-SCGeu,2028-11-19,3950,2026-01-02 01:00:03.143
2026-01-02,1002,A02152,JSMSM03-SR,2028-07-18,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A02153,S1004S01-CPH,2028-10-20,1000,2026-01-02 01:00:03.143
2026-01-02,1002,A02154,S1004C01-FBHA,2028-11-09,1080,2026-01-02 01:00:03.143
2026-01-02,1002,A02162,JSMP10-PK,2028-10-08,1040,2026-01-02 01:00:03.143
2026-01-02,1002,A02163,TKBSM05-Stick,2028-10-15,8000,2026-01-02 01:00:03.143
2026-01-02,1002,A02164,ARMHS10-Sr,2028-01-21,750,2026-01-02 01:00:03.143
2026-01-02,1002,A03011,APLBBS1-BL,2028-09-25,1792,2026-01-02 01:00:03.143
2026-01-02,1002,A03012,JSMP10-PK,2028-10-08,1280,2026-01-02 01:00:03.143
2026-01-02,1002,A03013,TKBSM05-Stick,2028-10-27,8000,2026-01-02 01:00:03.143
2026-01-02,1002,A03014,TKBSM05-Stick,2028-10-15,9600,2026-01-02 01:00:03.143
2026-01-02,1002,A03023,HMCM1-DSSM,2028-05-17,7200,2026-01-02 01:00:03.143
2026-01-02,1002,A03024,EREM03-STV203,2028-11-17,3960,2026-01-02 01:00:03.143
2026-01-02,1002,A03031,PRC07-F,2028-10-27,1836,2026-01-02 01:00:03.143
2026-01-02,1002,A03032,S1004C01-F,2028-09-30,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A03033,NBS02-PATCH9,2027-11-19,2560,2026-01-02 01:00:03.143
2026-01-02,1002,A03034,NBS01-S2X,2028-05-12,3300,2026-01-02 01:00:03.143
2026-01-02,1002,A03041,TKBSM05-m3set,2028-08-29,3000,2026-01-02 01:00:03.143
2026-01-02,1002,A03042,IUS07-C,2028-11-20,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A03043,S1004S01-CCapsule,2028-09-30,2000,2026-01-02 01:00:03.143
2026-01-02,1002,A03044,HMC01-NewBalmR,2028-11-13,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A03051,NP63-RoyalJellyeu,2028-07-31,23040,2026-01-02 01:00:03.143
2026-01-02,1002,A03053,JSMC02-OCRR,2028-09-16,2256,2026-01-02 01:00:03.143
2026-01-02,1002,A03061,JSMS01-TG,2028-07-11,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A03062,S1004S01-AC,2028-07-02,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A03063,HBUS1-T,2028-05-30,2800,2026-01-02 01:00:03.143
2026-01-02,1002,A03064,TKBC04-F,2028-11-11,1800,2026-01-02 01:00:03.143
2026-01-02,1002,A03071,RLC01-CLRR,2028-11-17,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A03072,IUS07-C,2028-11-20,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A03073,CMXS09-VS,2028-05-02,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A03074,JSMS01-CR,2028-07-10,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A03081,RLS01-TenR,2028-08-27,2430,2026-01-02 01:00:03.143
2026-01-02,1002,A03082,TKBC04-OCR,2027-08-01,1151,2026-01-02 01:00:03.143
2026-01-02,1002,A03083,NBS03-TP5R,2028-11-27,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A03084,JSMC02-PGR,2028-07-23,2520,2026-01-02 01:00:03.143
2026-01-02,1002,A03091,S1004S01-AC,2028-06-30,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A03092,S1004S01-AC,2028-07-02,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A03093,JSMC02-FG,2028-09-30,2520,2026-01-02 01:00:03.143
2026-01-02,1002,A03094,SESALOHS17-SPR,2028-08-28,680,2026-01-02 01:00:03.143
2026-01-02,1002,A03101,S1004SM01-HE,2028-08-06,3600,2026-01-02 01:00:03.143
2026-01-02,1002,A03103,S1004SM01-HE,2028-08-14,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A03104,TKBSM05-Stick,2028-10-14,8000,2026-01-02 01:00:03.143
2026-01-02,1002,A03112,NLS09-MR,2028-10-17,4320,2026-01-02 01:00:03.143
2026-01-02,1002,A03113,TKBC04-OCR,2027-07-17,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A03114,HLSS01-ESR,2028-06-01,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A03121,S1004C01-balm,2028-02-08,6600,2026-01-02 01:00:03.143
2026-01-02,1002,A03122,S1004S01-AC,2028-07-01,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A03123,JSMSM03-SRA,2028-09-16,2160,2026-01-02 01:00:03.143
2026-01-02,1002,A03124,AXS04-Seye,2028-11-03,6400,2026-01-02 01:00:03.143
2026-01-02,1002,A03131,JSMSM03-SRA,2028-10-12,3480,2026-01-02 01:00:03.143
2026-01-02,1002,A03133,TKBC04-OCR,2027-07-31,1678,2026-01-02 01:00:03.143
2026-01-02,1002,A03142,JSMS01-SCR,2028-05-23,2400,2026-01-02 01:00:03.143
2026-01-02,1002,A03143,IUS04-S,2028-11-27,3360,2026-01-02 01:00:03.143
2026-01-02,1002,A03144,TKBC04-OCR,2027-08-01,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A03151,JSMP01-M10,2028-04-13,1120,2026-01-02 01:00:03.143
2026-01-02,1002,A03152,TKBSM05-Stick,2028-10-27,6000,2026-01-02 01:00:03.143
2026-01-02,1002,A03153,TKBSM05-VS,2028-11-18,8000,2026-01-02 01:00:03.143
2026-01-02,1002,A03154,S1004C01-OC,2028-08-22,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A03161,S1004S01-AC,2028-07-02,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A03162,TKBSM05-3SSET,2027-08-21,1440,2026-01-02 01:00:03.143
2026-01-02,1002,A04011,S1004S01-AC,2028-07-02,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A04012,AbibP19-MS4ea,2028-11-04,630,2026-01-02 01:00:03.143
2026-01-02,1002,A04013,APLBS1-FC,2028-09-30,2304,2026-01-02 01:00:03.143
2026-01-02,1002,A04014,JSMC02-FG,2028-10-29,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A04021,S1004SM01-HE,2028-09-04,1630,2026-01-02 01:00:03.143
2026-01-02,1002,A04022,HMC20-F,2028-10-30,1280,2026-01-02 01:00:03.143
2026-01-02,1002,A04023,NBS02-PATCH9,2027-12-04,2000,2026-01-02 01:00:03.143
2026-01-02,1002,A04024,TKBC04-OCR,2027-08-01,1670,2026-01-02 01:00:03.143
2026-01-02,1002,A04031,HLSC01-F,2028-12-08,2600,2026-01-02 01:00:03.143
2026-01-02,1002,A04032,NBSM06-HE1,2029-03-29,3780,2026-01-02 01:00:03.143
2026-01-02,1002,A04033,JSMS01-TG,2028-07-11,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A04034,S1004S01-CCapsule,2028-09-30,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A04041,S1004C01-AF,2028-09-27,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A04042,MBM115-23(50ml),2028-02-20,3024,2026-01-02 01:00:03.143
2026-01-02,1002,A04043,NLS06-TP,2028-05-26,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A04051,S1004C01-SC_Pl,2028-10-08,2000,2026-01-02 01:00:03.143
2026-01-02,1002,A04052,JSMSM03-SRA,2028-09-16,2880,2026-01-02 01:00:03.143
2026-01-02,1002,A04053,FUC01-PC,2028-10-13,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A04054,TKBC04-F,2028-11-11,1800,2026-01-02 01:00:03.143
2026-01-02,1002,A04061,S1004S01-AC,2028-07-01,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A04062,JSMSM03-SR,2028-07-10,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A04063,S1004SM01-HE,2028-08-17,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A04064,ALSS02-S30,2028-04-14,2592,2026-01-02 01:00:03.143
2026-01-02,1002,A04071,S1004P01-MPT,2028-08-22,7200,2026-01-02 01:00:03.143
2026-01-02,1002,A04072,JSMP10-PK,2028-10-01,1120,2026-01-02 01:00:03.143
2026-01-02,1002,A04073,S1004SM01-HE100,2028-08-17,2400,2026-01-02 01:00:03.143
2026-01-02,1002,A04074,S1004SM01-HE,2028-08-17,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A04081,TKBSM05-CSS,2027-08-01,4800,2026-01-02 01:00:03.143
2026-01-02,1002,A04082,JSMSM03-SR,2028-07-21,4080,2026-01-02 01:00:03.143
2026-01-02,1002,A04083,MMS02-CC,2028-12-02,4000,2026-01-02 01:00:03.143
2026-01-02,1002,A04084,HMBM21-BB23R,2028-12-08,2702,2026-01-02 01:00:03.143
2026-01-02,1002,A04091,EREM03-STD,2028-11-09,6000,2026-01-02 01:00:03.143
2026-01-02,1002,A04092,JSMSM03-SR,2028-07-21,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A04094,NBS08-A5,2028-11-03,2688,2026-01-02 01:00:03.143
2026-01-02,1002,A04101,PRC04-FR,2028-06-15,1944,2026-01-02 01:00:03.143
2026-01-02,1002,A04102,IUS04-S,2028-11-17,3600,2026-01-02 01:00:03.143
2026-01-02,1002,A04103,JSMC02-OCRR,2028-10-15,2304,2026-01-02 01:00:03.143
2026-01-02,1002,A04104,S1004C01-AF,2028-09-27,1320,2026-01-02 01:00:03.143
2026-01-02,1002,A04111,HRS04-T300R,2028-08-07,1320,2026-01-02 01:00:03.143
2026-01-02,1002,A04112,S1004SM01-HE,2028-08-17,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A04113,S1004S01-TM,2028-09-24,1000,2026-01-02 01:00:03.143
2026-01-02,1002,A04114,S1004SM01-SCTU,2028-09-10,2000,2026-01-02 01:00:03.143
2026-01-02,1002,A04122,NBS01-ESS09,2028-11-12,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A04123,CMXS06-TR,2027-12-24,1344,2026-01-02 01:00:03.143
2026-01-02,1002,A04124,CMXC03-F150R,2028-04-30,760,2026-01-02 01:00:03.143
2026-01-02,1002,A04131,JSMS01-I,2028-07-24,5584,2026-01-02 01:00:03.143
2026-01-02,1002,A04132,JSMSM03-SR,2028-07-10,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A04133,KAHIS01-MEU,2028-12-15,9760,2026-01-02 01:00:03.143
2026-01-02,1002,A04134,JSMS01-CR,2028-07-13,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A04141,S1004S01-AP,2028-08-18,1350,2026-01-02 01:00:03.143
2026-01-02,1002,A04143,HLSS04-S,2028-12-03,2400,2026-01-02 01:00:03.143
2026-01-02,1002,A04151,S1004S01-AC,2028-06-30,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A04152,JSMSM03-SR,2028-07-18,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A04153,NBP07-M09,2028-11-21,760,2026-01-02 01:00:03.143
2026-01-02,1002,A04154,HMC01-NewBalmR,2028-10-20,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A04161,HMS09-REP60,2028-10-16,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A04162,HRC04-gel,2028-11-18,1344,2026-01-02 01:00:03.143
2026-01-02,1002,A04164,VTS21-S100o,2027-09-29,2304,2026-01-02 01:00:03.143
2026-01-02,1002,A05012,NBS01-MES09,2029-02-11,750,2026-01-02 01:00:03.143
2026-01-02,1002,A05013,HMC01-NewBalmR,2028-11-13,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A05014,S1004S03-AN,2028-02-26,1700,2026-01-02 01:00:03.143
2026-01-02,1002,A05022,HMS09-REP60,2028-10-20,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A05023,S1004C01-Fgel,2028-09-26,1487,2026-01-02 01:00:03.143
2026-01-02,1002,A05031,PRS19-S,2028-05-11,6912,2026-01-02 01:00:03.143
2026-01-02,1002,A05032,ALSC01-Fbyr,2028-11-12,1620,2026-01-02 01:00:03.143
2026-01-02,1002,A05033,TKBM10-SCU01,2028-03-30,3000,2026-01-02 01:00:03.143
2026-01-02,1002,A05034,HLSS01-NA10,2028-10-30,4000,2026-01-02 01:00:03.143
2026-01-02,1002,A05041,S1004SM01-HE,2028-08-14,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A05043,JSMP10-PK,2028-10-01,1120,2026-01-02 01:00:03.143
2026-01-02,1002,A05044,HMC01-NewBalmR,2028-11-13,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A05051,HLSS04-CS,2028-12-04,1400,2026-01-02 01:00:03.143
2026-01-02,1002,A05052,S1004S01-SET,2028-08-21,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A05053,S1004S01-CC,2028-08-21,1560,2026-01-02 01:00:03.143
2026-01-02,1002,A05054,S1004SM01-HE,2028-08-14,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A05061,TIRS01-CML,2028-10-14,1024,2026-01-02 01:00:03.143
2026-01-02,1002,A05063,JSMC02-OCRR,2028-09-16,2304,2026-01-02 01:00:03.143
2026-01-02,1002,A05064,JSMP01-M10,2028-04-13,748,2026-01-02 01:00:03.143
2026-01-02,1002,A05071,S1004SM01-HE,2028-08-14,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A05072,HMC01-FG,2028-09-04,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A05073,S1004SM01-HE100,2028-08-17,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A05074,JSMS05-GEL,2028-05-12,2400,2026-01-02 01:00:03.143
2026-01-02,1002,A05081,HLSS04-S,2028-12-03,1700,2026-01-02 01:00:03.143
2026-01-02,1002,A05082,S1004C01-AF,2028-09-27,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A05084,NBS01-ESS09,2028-11-05,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A05091,NBSM06-HE1,2028-03-31,3780,2026-01-02 01:00:03.143
2026-01-02,1002,A05092,HMS09-REP60,2028-10-19,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A05093,TKBSM05-CSS,2027-08-01,4800,2026-01-02 01:00:03.143
2026-01-02,1002,A05094,TKBC04-OCR,2028-04-16,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A05101,NBS02-T9,2028-11-17,2520,2026-01-02 01:00:03.143
2026-01-02,1002,A05102,JSMS01-TRR,2028-07-28,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A05103,S1004C01-OC,2028-08-27,1000,2026-01-02 01:00:03.143
2026-01-02,1002,A05104,S1004S01-A,2028-09-07,1500,2026-01-02 01:00:03.143
2026-01-02,1002,A05112,NHS58-SPrreu,2027-07-31,1440,2026-01-02 01:00:03.143
2026-01-02,1002,A05113,HLSC01-F,2028-11-25,2400,2026-01-02 01:00:03.143
2026-01-02,1002,A05114,NBS02-IC9,2028-12-08,4800,2026-01-02 01:00:03.143
2026-01-02,1002,A05121,JSMC02-FG,2028-09-30,2520,2026-01-02 01:00:03.143
2026-01-02,1002,A05122,JSMS01-SRVR,2028-05-07,4800,2026-01-02 01:00:03.143
2026-01-02,1002,A05123,S1004S01-AP,2028-08-24,1800,2026-01-02 01:00:03.143
2026-01-02,1002,A05124,S1004S01-SET,2028-08-21,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A05131,KSCS01-SETEP01,2028-08-25,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A05132,AXS04-SD,2028-12-15,3600,2026-01-02 01:00:03.143
2026-01-02,1002,A05133,TKBC04-F,2028-11-12,1096,2026-01-02 01:00:03.143
2026-01-02,1002,A05134,TKBC04-OCR,2027-08-01,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A05141,S1004SM01-HE2ea,2028-06-23,1944,2026-01-02 01:00:03.143
2026-01-02,1002,A05142,IUS04-C,2028-04-20,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A05143,NBS01-ESS09,2028-11-12,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A05144,NLS06-TP,2028-05-26,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A05151,TIRS01-CM,2028-09-16,416,2026-01-02 01:00:03.143
2026-01-02,1002,A05152,JSMS01-TRR,2028-07-28,2240,2026-01-02 01:00:03.143
2026-01-02,1002,A05153,RLSM04-SCen,2028-01-17,3960,2026-01-02 01:00:03.143
2026-01-02,1002,A05154,NLS05-SETEP01,2028-09-24,2560,2026-01-02 01:00:03.143
2026-01-02,1002,A05161,S1004SM01-HE,2028-08-05,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A05162,JSMSM03-SR,2028-07-10,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A05163,S1004S01-SET,2028-08-25,1600,2026-01-02 01:00:03.143
2026-01-02,1002,A06011,HBUS1-C,2028-09-08,3024,2026-01-02 01:00:03.143
2026-01-02,1002,A06012,illiS01-Cr,2028-10-26,1124,2026-01-02 01:00:03.143
2026-01-02,1002,A06014,CMXS09-VS,2028-04-15,3840,2026-01-02 01:00:03.143
2026-01-02,1002,A06022,TIRS01-CM,2028-09-16,1536,2026-01-02 01:00:03.143
2026-01-02,1002,A06023,TKBS07-LipM,2028-08-13,1000,2026-01-02 01:00:03.143
2026-01-02,1002,A06024,TKBC04-OCR,2027-07-31,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A06031,S1004S01-AP,2028-07-21,1500,2026-01-02 01:00:03.143
2026-01-02,1002,A06032,S1004S01-AC,2028-07-02,1200,2026-01-02 01:00:03.143
2026-01-02,1002,A06033,ASTS01-Crr,2028-10-30,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A06034,HMC01-NewBalmR,2028-11-13,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A06041,JSMS10-T,2028-11-04,1280,2026-01-02 01:00:03.143
2026-01-02,1002,A06042,S1004SM01-HE,2028-08-14,3150,2026-01-02 01:00:03.143
2026-01-02,1002,A06043,HMC01-NewBalmR,2028-10-19,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A06044,HRC04-oil,2028-10-23,1760,2026-01-02 01:00:03.143
2026-01-02,1002,A06051,JSMS01-Sg,2028-07-31,3900,2026-01-02 01:00:03.143
2026-01-02,1002,A06052,TKBC04-OCR,2027-08-01,1680,2026-01-02 01:00:03.143
2026-01-02,1002,A06053,HMC01-NewBalmR,2028-11-13,1920,2026-01-02 01:00:03.143
2026-01-02,1002,A06054,HMCM1-DSSMV,2028-04-29,5660,2026-01-02 01:00:03.143
2026-01-02,1002,A06062,APLBBS1-BL,2028-09-25,1792,2026-01-02 01:00:03.143
